https://dl5hm3xr9o0pk.cloudfront.net/instagram/afghani-kabab-beef.jpg,afghani-kabab-beef.jpg,Afghani,"1,650","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/afghani-kabab-chicken.jpg,afghani-kabab-chicken.jpg,Afghani,"1,650","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Afghani-Tikka-Beef.jpg,Afghani-Tikka-Beef.jpg,Afghani,"1,990","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chapli-kabab-Beef.jpg,Chapli-kabab-Beef.jpg,Afghani,"1,650","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chapli-kabab-Chicken.jpg,Chapli-kabab-Chicken.jpg,Afghani,"1,530","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kabuli-pulao-Chicken.jpg,Kabuli-pulao-Chicken.jpg,Afghani,"1,360","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kabuli-pulao.jpg,Kabuli-pulao.jpg,Afghani,"1,740","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Turnkish-kabab.jpg,Turkish-kabab.jpg,Afghani,"1,530","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Beef-Behari-Kabab.jpg,Beef-Behari-Kabab.jpg,BBQ_Special,"1,740","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Beef-Seekh-Kabab.jpg,Beef-Seekh-Kabab.jpg,BBQ_Special,"1,460","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chargha.jpg,Chargha.jpg,BBQ_Special,"2,260","{""option"":{""Full"":2260,""Half"":1120}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-Behari.jpg,Chicken-Behari.jpg,BBQ_Special,"1,400","{""option"":{}}"
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-boti.jpg,Chicken-boti.jpg,BBQ_Special,"1,310","{""option"":{}}"
