https://dl5hm3xr9o0pk.cloudfront.net/instagram/afghani-kabab-beef.jpg,afghani kabab beef.jpg,1750,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/afghani-kabab-chicken.jpg,afghani kabab chicken.jpg,1750,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Afghani-Tikka-Beef.jpg,Afghani Tikka Beef.jpg,2110,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chapli-kabab-Beef.jpg,Chapli kabab Beef.jpg,1750,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chapli-kabab-Chicken.jpg,Chapli kabab Chicken.jpg,1620,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kabuli-pulao-Chicken.jpg,Kabuli pulao Chicken.jpg,1440,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kabuli-pulao.jpg,Kabuli pulao.jpg,1850,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Turnkish-kabab.jpg,Turkish kabab.jpg,1620,4
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Beef-Behari-Kabab.jpg,Beef Behari Kabab.jpg,1850,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Beef-Seekh-Kabab.jpg,Beef Seekh Kabab.jpg,1550,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chargha.jpg,Chargha.jpg,2400,5
https://dl5hm3xr9o0pk/cloudfront.net/instagram/Chicken-Behari.jpg,Chicken Behari.jpg,1480,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-boti.jpg,Chicken boti.jpg,1390,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-Cheese-kabab.jpg,Chicken Cheese kabab.jpg,1690,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-tikka.jpg,Chicken tikka.jpg,620,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Full-Platter.jpg,Full Platter.jpg,21140,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Malai-tikka.jpg,Malai tikka.jpg,1550,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mutton-Boti.jpg,Mutton Boti.jpg,2600,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mutton-Chops.jpg,Mutton Chops.jpg,2900,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mutton-leg.jpg,Mutton leg.jpg,5270,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mutton-RIbs.jpg,Mutton Ribs.jpg,4200,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mutton-Seekh-Kabab.jpg,Mutton Seekh Kabab.jpg,1890,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Persian-Platter.jpg,Persian Platter.jpg,6150,5
