https://dl5hm3xr9o0pk.cloudfront.net/instagram/Reshmi-Kabab-Chicken.jpg,Reshmi Kabab Chicken.jpg,1440,5
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Cold-Drink.jpg,Cold Drink.jpg,210,6
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Fresh-Juice.jpg,Fresh Juice.jpg,560,6
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Fresh-lime.jpg,Fresh lime.jpg,230,6
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Lassi.jpg,Lassi.jpg,210,6
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mineral-Water.jpg,Mineral Water.jpg,230,6
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mint-lemonade.jpg,Mint lemonade.jpg,300,6
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Basmati-Rice.jpg,Basmati Rice.jpg,430,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Brain-masala.jpg,Brain masala.jpg,2550,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-Ginger.jpg,Chicken Ginger.jpg,1650,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/daal-tarka.png,Daal Tarka.jpg,990,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-Handi.jpg,Chicken Handi.jpg,1950,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Chicken-karahi.jpg,Chicken karahi.jpg,2530,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mix-Vegetable.jpg,Mix Vegetable.jpg,1290,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Mutton--karahi.jpg,Mutton karahi.jpg,4610,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Palak-paneer.jpg,Palak paneer.jpg,1400,7
https://dl5hm3xr9o0pk/cloudfront.net/instagram/vegetable-Rice.jpg,Vegetable Rice.jpg,590,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/White-Karahi.jpg,White Karahi.jpg,2740,7
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Fruit-Triffle.jpg,Fruit Triffle.jpg,460,8
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Gajar-Halwa.jpg,Gajar Halwa.jpg,470,8
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Gulab-jamun.jpg,Gulab jamun.jpg,460,8
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kheert.jpg,Kheert.jpg,380,8
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Finger-Fish.jpg,Finger Fish.jpg,1920,9
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Fish-Tikka.jpg,Fish Tikka.jpg,2630,9
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Grilled-Prawns-(Jumbo).jpg,Grilled Prawns (Jumbo).jpg,3700,9
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Iraqi-Fish.jpg,Iraqi Fish.jpg,2630,9
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Prawn-Masala.jpg,Prawn Masala.jpg,3700,9
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Prawn-Tempura-(Jumbo).jpg,Prawn Tempura (Jumbo).jpg,3700,9
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Fattoush-Salad.jpg,Fattoush Salad.jpg,740,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/french-fries.jpg,French Fries.jpg,460,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Fresh-Green-Salad.jpg,Fresh Green Salad.jpg,410,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Hummus.jpg,Hummus.jpg,770,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kachumar-Salad.jpg,Kachumar Salad.jpg,460,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Raita.jpg,Raita.jpg,410,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Russina-Salad.jpg,Russina Salad.jpg,590,10
https://dl5hm3xr9o0pk.cloudfront.net/instagram/1.jpg,Chicken Steak.jpg,1810,11
https://dl5hm3xr9o0pk.cloudfront.net/instagram/2.jpg,American Steak.jpg,2110,11
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Hawaiian-Steak.jpg,Hawaiian Steak.jpg,2110,11
https://dl5hm3xr9o0pk.cloudfront.net/instagram/pepper-steak.jpg,Pepper Steak.jpg,2110,11
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Garlic-naan.jpg,Garlic naan.jpg,100,12
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Kandahari-Naan.jpg,Kandahari Naan.jpg,80,12
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Plain-Naan.jpg,Plain Naan.jpg,70,12
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Puri-Paratha.jpg,Puri Paratha.jpg,100,12
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Qeema-naan.jpg,Qeema naan.jpg,1620,12
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Roghni-naan.jpg,Roghni naan.jpg,100,12
https://dl5hm3xr9o0pk.cloudfront.net/instagram/Tandoori-paratha.jpg,Tandoori paratha.jpg,100,12
